Energy,Flux
28.321428571428573,1.1321458684892093e-05
28.388571428571428,1.1278430393319247e-05
28.455714285714286,1.1235702785506519e-05
28.522857142857145,1.1193274252629417e-05
28.59,1.1151143233965364e-05
28.65714285714286,1.110930821725847e-05
28.724285714285713,1.1067767739113986e-05
28.791428571428572,1.1026520385423254e-05
28.85857142857143,1.0985564791820111e-05
28.925714285714285,1.0944899644169703e-05
28.992857142857144,1.0904523679090708e-05
29.060000000000002,1.0864435684512064e-05
29.127142857142857,1.0824634500265332e-05
29.194285714285716,1.078511901871382e-05
29.26142857142857,1.074588818541986e-05
29.32857142857143,1.0706940999851374e-05
29.395714285714284,1.0668276516129286e-05
29.462857142857143,1.0629893843817141e-05
29.53,1.0591792148754533e-05
29.597142857142856,1.0553970653935924e-05
29.664285714285715,1.0516428640436619e-05
29.731428571428573,1.0479165889365183e-05
29.798571428571428,1.0442181418104112e-05
29.865714285714287,1.0405474631892636e-05
29.932857142857145,1.036904505442523e-05
30.0,1.0332892272882413e-05
31.81,9.326848238532653e-06
37.283265306122445,7.2057849167951204e-06
42.756530612244894,5.831296538184457e-06
48.229795918367344,4.923592259593503e-06
53.703061224489794,4.307133046509914e-06
59.17632653061224,3.897697536497838e-06
64.64959183673469,3.5371643739423127e-06
70.12285714285714,3.2711834417028193e-06
75.59612244897959,3.121307747281213e-06
81.06938775510204,3.0629558888675627e-06
86.54265306122448,2.912745670126643e-06
92.01591836734694,2.823307381930485e-06
97.48918367346938,2.8008481396058142e-06
102.96244897959184,2.744763622789512e-06
108.43571428571428,2.634795294660092e-06
113.90897959183674,2.5536764759598168e-06
119.38224489795918,2.499080549718551e-06
124.85551020408163,2.470983630829829e-06
130.32877551020408,2.473321310325041e-06
135.80204081632652,2.5095812726451163e-06
141.27530612244897,2.5901370786709018e-06
146.7485714285714,2.732817497265517e-06
152.22183673469388,2.849217015868749e-06
157.69510204081632,2.832188380461795e-06
163.16836734693877,2.831010981733564e-06
168.6416326530612,2.842675655409552e-06
174.11489795918368,2.865823320321693e-06
179.58816326530612,2.913761421964423e-06
185.06142857142856,2.982020321525943e-06
190.534693877551,3.084936492249126e-06
196.00795918367348,3.220818583687722e-06
201.48122448979592,3.308926284515444e-06
206.95448979591836,3.2472901782881047e-06
212.4277551020408,3.1787104054244957e-06
217.90102040816325,3.108130054722904e-06
223.37428571428572,3.0718124211356667e-06
228.84755102040816,3.0496313444491076e-06
234.3208163265306,3.052986428255248e-06
239.79408163265305,3.051811475778791e-06
245.26734693877552,3.0564170896637957e-06
250.74061224489796,3.06881523839558e-06
256.2138775510204,3.0814733347218297e-06
261.6871428571428,3.1021879954825635e-06
267.1604081632653,3.129670678492188e-06
272.63367346938776,3.1593400640413187e-06
278.1069387755102,3.2000088637343114e-06
283.58020408163264,3.2468541678346655e-06
289.0534693877551,3.3099615210729526e-06
294.52673469387753,3.3836221704861595e-06
300.0,3.4683483302050236e-06
